year,Country,Points,language,ISO,gov_right1,gov_cent1,gov_left1,Youth,CultureGoodsExport,exp_percent_gdp,gdp_per_capita,agri_percent_gdp,ind_percent_gdp,manu_percent_gdp,serv_percent_gdp,pillar_ind,politicalattitude,youth_inrate,culturegoodsexp_inrate,points_grid,
1998,Croatia,131,Balto-Slavic,HR,,,,,,29.33519651,5640,5.353878191,25.08526932,16.08995603,52.12041245,3,NA,NA,NA,3,
1999,Croatia,118,Balto-Slavic,HR,,,,,,30.3662701,5198,5.443702923,24.20288569,16.08158051,53.43982716,3,NA,NA,NA,3,
2000,Croatia,70,Balto-Slavic,HR,37.5,12.5,45.83,,,35.30636869,4842,5.008805412,24.39878428,16.81259603,53.18986179,3,2,NA,NA,2,
2001,Croatia,42,Balto-Slavic,HR,36.87,12.5,46.92,,,37.43864597,5362,5.007768113,24.00910921,16.50216148,53.88426704,3,2,NA,NA,2,
2002,Croatia,44,Balto-Slavic,HR,30.42,14.27,55.31,,,36.2125232,6233,4.891130031,23.41624108,15.37259615,54.41336544,3,2,NA,NA,2,
2003,Croatia,29,Balto-Slavic,HR,20.48,18.39,60.96,,,35.89145867,8059,3.973469724,23.96639929,14.9810081,55.45704697,3,2,NA,NA,1,
2004,Croatia,50,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.904591,9661,4.460894542,25.00221972,15.15825885,54.57686742,3,1,NA,NA,1,
2004,Croatia,72,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.904591,9661,4.460894542,25.00221972,15.15825885,54.57686742,3,1,NA,NA,2,
2005,Croatia,115,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.73670083,10528,3.904469121,24.43051663,14.42455647,55.78633271,3,1,NA,0.030938945,2,
2005,Croatia,169,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.73670083,10528,3.904469121,24.43051663,14.42455647,55.78633271,3,1,NA,0.030938945,3,
2006,Croatia,56,Balto-Slavic,HR,0.73,92.6,0,,0.2,37.92678149,11696,4.021122451,24.09164707,13.91689418,55.8592266,3,1,NA,0.011316976,1,
2007,Croatia,54,Balto-Slavic,HR,0,93.33,0,,0.18,37.88897449,13937,3.732726267,23.67955534,13.99911693,57.05577045,3,1,NA,0.012613605,1,
2008,Croatia,44,Balto-Slavic,HR,5.39,86.5,0,4311967,0.14,36.41438305,16297,3.927193377,23.60136078,13.61468019,56.9821306,3,1,NA,0.013610574,1,
2008,Croatia,112,Balto-Slavic,HR,5.39,86.5,0,4311967,0.14,36.41438305,16297,3.927193377,23.60136078,13.61468019,56.9821306,3,1,NA,0.013610574,3,
2009,Croatia,45,Balto-Slavic,HR,5.28,78.87,0,4309796,0.16,32.66351232,14541,4.042744585,23.5673991,13.37982842,57.8020957,3,1,-0.000503483,0.013145304,1,
2009,Croatia,33,Balto-Slavic,HR,5.28,78.87,0,4309796,0.16,32.66351232,14541,4.042744585,23.5673991,13.37982842,57.8020957,3,1,-0.000503483,0.013145304,1,
2010,Croatia,33,Balto-Slavic,HR,5.16,81.75,0,4302847,0.13,36.10839519,13949,3.698754403,22.23398967,13.09176476,58.89909896,3,1,-0.001612373,0.012893306,0,
2011,Croatia,41,Balto-Slavic,HR,0.56,82.13,1.68,4289857,0.13,38.75511723,14610,3.682966296,22.419978,13.74566325,59.22425472,3,1,-0.003018931,0.01223146,0,
2012,Croatia,42,Balto-Slavic,HR,22.73,0,68.18,4275984,0.15,39.47563956,13258,3.338363441,22.01730833,13.69381898,58.79636534,3,2,-0.003233907,0.0117382,1,
2013,Croatia,38,Balto-Slavic,HR,23.27,0,67.42,4262140,0.16,40.33186879,13674,3.503151488,21.43382123,12.78576927,58.3911596,3,2,-0.003237617,0.010750241,1,
2016,Croatia,73,Balto-Slavic,HR,21.04,52.11,3.55,4190669,0.32,47.62382203,12361,3.110000745,21.27769331,13.07688067,58.46541153,3,1,-0.016768806,0.008981057,1,
2016,Croatia,133,Balto-Slavic,HR,21.04,52.11,3.55,4190669,0.32,47.62382203,12361,3.110000745,21.27769331,13.07688067,58.46541153,3,1,-0.016768806,0.008981057,1,
2017,Croatia,128,Balto-Slavic,HR,10.98,77.42,0,4154213,0.26,49.8794213,13452,2.931888891,20.9259008,12.93411326,58.78150972,3,1,-0.008699327,0.008423043,2,
2017,Croatia,141,Balto-Slavic,HR,10.98,77.42,0,4154213,0.26,49.8794213,13452,2.931888891,20.9259008,12.93411326,58.78150972,3,1,-0.008699327,0.008423043,2,
2018,Croatia,63,Balto-Slavic,HR,4.76,85.71,0,4105493,0.19,50.20114906,15014,2.997068417,20.50264514,12.48947228,58.67464744,3,1,-0.011727853,,0,
2019,Croatia,59,Balto-Slavic,HR,4.76,85.71,0,4076246,0.18,51.96107346,14944,2.920006027,20.26115585,11.99679081,58.75871918,3,1,-0.00712387,,0,
1993,Slovenia,9,Balto-Slavic,SL,43.75,25,31.25,,,,,,,,,NA,0,NA,NA,0,
1995,Slovenia,84,Balto-Slavic,SL,50,18.75,25,,,45.4376795,10730,4.029766656,29.60813612,21.57388496,52.2404058,3,0,NA,NA,2,
1996,Slovenia,16,Balto-Slavic,SL,50,31.86,2.53,,,46.13090086,10815,3.753266676,30.06708907,21.74272687,52.25603911,3,0,NA,NA,0,
1997,Slovenia,60,Balto-Slavic,SL,43.34,5.21,44.41,,,47.56180577,10455,3.75289153,30.82797993,22.23682367,52.52685084,3,2,NA,NA,2,
1998,Slovenia,17,Balto-Slavic,SL,42.11,0,52.63,,,47.49614507,11176,3.579359719,31.18167237,22.27039257,51.95832819,3,2,NA,NA,1,
1999,Slovenia,50,Balto-Slavic,SL,42.11,0,52.63,,,44.10613595,11453,2.992258767,31.01608938,22.0039201,52.27556129,3,2,NA,NA,2,
2001,Slovenia,70,Balto-Slavic,SL,62.5,0,37.5,,,51.74663422,10480,2.788071252,30.55059127,21.92983427,54.40513584,3,0,NA,NA,2,
2002,Slovenia,33,Balto-Slavic,SL,56.74,0,37.63,,,52.32118747,11777,2.979202811,29.96705751,21.54101632,54.38825171,3,0,NA,NA,2,
2003,Slovenia,7,Balto-Slavic,SL,58.82,0,41.18,,,51.0035945,14849,2.252069756,30.24665756,21.69442316,55.03036061,3,0,NA,NA,0,
2004,Slovenia,5,Balto-Slavic,SL,68.84,1.86,29.3,,,55.05478843,17233,2.429630838,30.25487121,21.43999377,55.04893571,3,0,NA,NA,0,
2005,Slovenia,69,Balto-Slavic,SL,47.16,23.49,29.36,,,59.81127078,18099,2.425202989,29.79048288,20.60883101,55.60835683,3,0,NA,NA,1,
2006,Slovenia,49,Balto-Slavic,SL,48,22.94,29.06,,,64.87021542,19673,2.119147676,30.12192019,20.47089989,55.61820255,3,0,NA,NA,1,
2007,Slovenia,66,Balto-Slavic,SL,52.94,17.65,29.41,,,67.89907159,23788,2.048070199,30.65368865,20.37507795,54.91316567,3,0,NA,NA,1,
2007,Slovenia,140,Balto-Slavic,SL,52.94,17.65,29.41,,,67.89907159,23788,2.048070199,30.65368865,20.37507795,54.91316567,3,0,NA,NA,3,
2008,Slovenia,36,Balto-Slavic,SL,50.55,15.67,33.78,,,66.31325282,27483,1.827913622,29.78825861,19.201582,55.93483078,3,0,NA,NA,1,
2009,Slovenia,14,Balto-Slavic,SL,31.58,0,68.42,,,57.26428852,24694,1.815913186,27.37381874,17.12688871,58.31627795,3,2,NA,NA,0,
2010,Slovenia,6,Balto-Slavic,SL,31.58,0,68.42,,,64.2748226,23510,1.893864051,26.50608877,17.47902295,58.75645547,3,2,NA,NA,0,
2011,Slovenia,96,Balto-Slavic,SL,20.67,0,79.33,,,70.24714581,25095,2.142605668,26.80882794,18.21143714,58.11539296,3,2,NA,NA,2,
2011,Slovenia,112,Balto-Slavic,SL,20.67,0,79.33,,,70.24714581,25095,2.142605668,26.80882794,18.21143714,58.11539296,3,2,NA,NA,3,
2012,Slovenia,31,Balto-Slavic,SL,48.47,13.7,37.55,,,72.89158893,22643,1.963505529,27.39458938,18.73041142,57.46210163,3,0,NA,NA,0,
2013,Slovenia,8,Balto-Slavic,SL,27.66,3.65,68.89,,,74.21647517,23497,1.971225204,27.48895447,19.15985954,56.97339189,3,2,NA,NA,0,
2014,Slovenia,9,Balto-Slavic,SL,40.1,0,59.9,,,76.15174214,24215,2.017096535,28.13684658,19.62320694,56.28847488,3,2,NA,NA,0,
2014,Slovenia,52,Balto-Slavic,SL,40.1,0,59.9,,,76.15174214,24215,2.017096535,28.13684658,19.62320694,56.28847488,3,2,NA,NA,1,
2015,Slovenia,39,Balto-Slavic,SL,58.82,0,41.18,,,77.14867826,20882,2.096596213,28.02676657,19.93938327,56.33595153,3,0,NA,NA,1,
2015,Slovenia,92,Balto-Slavic,SL,58.82,0,41.18,,,77.14867826,20882,2.096596213,28.02676657,19.93938327,56.33595153,3,0,NA,NA,2,
2016,Slovenia,57,Balto-Slavic,SL,58.82,0,41.18,,,77.59816683,21664,1.98017136,27.96565862,20.16714694,56.66835554,3,0,NA,NA,0,
2017,Slovenia,36,Balto-Slavic,SL,58.82,0,41.18,,,83.1274937,23455,1.819732271,28.36129976,20.58275814,56.71268302,3,0,NA,NA,0,
2018,Slovenia,64,Balto-Slavic,SL,53.51,8.86,37.63,,,84.79561328,26103,2.243521207,28.28116151,20.30342244,56.57405808,3,0,NA,NA,0,
2018,Slovenia,132,Balto-Slavic,SL,53.51,8.86,37.63,,,84.79561328,26103,2.243521207,28.28116151,20.30342244,56.57405808,3,0,NA,NA,1,
2019,Slovenia,103,Balto-Slavic,SL,41.18,29.41,29.41,,,83.74321908,25941,2.005825235,28.88777655,20.62556281,56.60577183,3,0,NA,NA,2,
2019,Slovenia,165,Balto-Slavic,SL,41.18,29.41,29.41,,,83.74321908,25941,2.005825235,28.88777655,20.62556281,56.60577183,3,0,NA,NA,2,
1994,Estonia,2,Uralic,ES,50,0,21.43,,,,,,,,,NA,0,NA,NA,0,
1996,Estonia,94,Uralic,ES,40,0,60,,,61.3542257,3377,4.133182314,26.59099931,16.33678169,57.25042736,3,2,NA,NA,3,
1997,Estonia,82,Uralic,ES,8.22,0,74.76,,,70.47410702,3678,4.094065993,26.14489137,16.55616132,57.4682689,3,2,NA,NA,2,
1998,Estonia,36,Uralic,ES,0,0,78.57,,,73.74043631,4088,5.059106519,25.27342422,14.86495534,58.75645703,3,2,NA,NA,2,
1999,Estonia,90,Uralic,ES,51.51,0,43.62,,,69.80382932,4145,3.624913059,23.82196331,14.47465092,62.50998759,3,0,NA,NA,3,
2000,Estonia,98,Uralic,ES,66.67,0,33.33,,,61.54632839,4076,3.879899168,24.84997024,15.44682702,60.60970838,3,0,NA,NA,3,
2001,Estonia,198,Uralic,ES,66.67,0,33.33,,,61.20686758,4509,3.49139622,25.49976638,16.03847535,60.28056624,3,0,NA,NA,3,
2002,Estonia,111,Uralic,ES,44.62,52.92,2.47,,,57.9206494,5345,3.551360629,25.47475272,15.66228519,59.98667746,3,1,NA,NA,3,
2003,Estonia,14,Uralic,ES,84.5,15.5,0,,,57.14131877,7206,3.458923469,26.10305528,15.74107745,59.72900104,3,0,NA,NA,0,
2004,Estonia,57,Uralic,ES,100,0,0,,5.72,61.08695163,8913,3.619950001,25.43489112,14.92206615,59.56266417,3,0,NA,NA,2,
2005,Estonia,31,Uralic,ES,74.27,25.73,0,,5.04,65.47430486,10406,3.289288441,26.27608574,14.67581955,59.05054698,3,0,NA,0.030938945,0,
2006,Estonia,28,Uralic,ES,64.29,35.71,0,,4.21,63.3059922,12632,3.146287436,26.96425698,14.47717131,57.84193263,3,0,NA,0.011316976,0,
2007,Estonia,33,Uralic,ES,74.89,9.2,15.91,,3.87,62.60846334,16742,3.926160682,26.88666442,13.8721974,57.05702565,3,0,NA,0.012613605,0,
2008,Estonia,8,Uralic,ES,78.57,0,21.43,45668939,3.37,66.31155998,18227,3.397303064,26.18740897,13.728241,59.60056823,3,0,NA,0.013610574,0,
2009,Estonia,129,Uralic,ES,90.96,0,9.04,46239273,3.4,60.521956,14795,2.457266002,23.34294342,12.22092666,61.0686562,3,0,0.012488444,0.013145304,3,
2009,Estonia,115,Uralic,ES,90.96,0,9.04,46239273,3.4,60.521956,14795,2.457266002,23.34294342,12.22092666,61.0686562,3,0,0.012488444,0.013145304,3,
2010,Estonia,39,Uralic,ES,100,0,0,46486619,3.35,74.43336308,14784,3.145046094,24.20097195,13.6361358,60.25097475,3,0,0.005349262,0.012893306,0,
2011,Estonia,44,Uralic,ES,100,0,0,46667174,3.42,85.82186062,17624,3.646643062,25.4901539,14.47703647,58.6669934,3,0,0.003884021,0.01223146,0,
2011,Estonia,60,Uralic,ES,100,0,0,46667174,3.42,85.82186062,17624,3.646643062,25.4901539,14.47703647,58.6669934,3,0,0.003884021,0.01223146,1,
2012,Estonia,120,Uralic,ES,100,0,0,46818219,3.6,85.56756436,17534,3.290840701,25.0787544,13.90461232,59.10922086,3,0,0.003236643,0.0117382,3,
2012,Estonia,100,Uralic,ES,100,0,0,46818219,3.6,85.56756436,17534,3.290840701,25.0787544,13.90461232,59.10922086,3,0,0.003236643,0.0117382,3,
2013,Estonia,19,Uralic,ES,100,0,0,46727890,3.71,84.02340476,19174,3.068218214,25.1866982,13.64646407,59.43687809,3,0,-0.001929356,0.010750241,0,
2013,Estonia,52,Uralic,ES,100,0,0,46727890,3.71,84.02340476,19174,3.068218214,25.1866982,13.64646407,59.43687809,3,0,-0.001929356,0.010750241,1,
2014,Estonia,36,Uralic,ES,67.01,0,32.99,46512199,3.91,81.33089759,20367,3.14360909,24.61089921,14.08949162,59.53113951,3,0,-0.004615894,0.008981057,1,
2015,Estonia,106,Uralic,ES,65.9,0,31.01,46449565,3.43,76.87341316,17522,2.837301029,23.69006384,13.80499143,60.2850418,3,0,-0.001346614,0.008423043,3,
2015,Estonia,105,Uralic,ES,65.9,0,31.01,46449565,3.43,76.87341316,17522,2.837301029,23.69006384,13.80499143,60.2850418,3,0,-0.001346614,0.008423043,3,
2016,Estonia,24,Uralic,ES,64.43,0,27.38,46440099,4.37,76.36294446,18437,2.095917979,23.84624792,13.77026037,60.36875382,3,0,-0.000203791,,0,
2017,Estonia,85,Uralic,ES,33.33,33.33,33.33,46528024,5.56,75.63910894,20408,2.374276902,23.61594229,13.38860231,60.77567338,3,0,0.001893299,,1,
2018,Estonia,245,Uralic,ES,33.33,33.33,33.33,46658447,5.84,74.11886074,23159,1.9019714,23.66324828,13.28688136,61.43280951,3,0,0.002803106,,3,
2018,Estonia,201,Uralic,ES,33.33,33.33,33.33,46658447,5.84,74.11886074,23159,1.9019714,23.66324828,13.28688136,61.43280951,3,0,0.002803106,,2,
2019,Estonia,81,Uralic,ES,55.89,33.33,10.78,46937060,6.11,72.90882485,23718,2.49300424,22.03844875,12.79898431,62.4782378,3,0,0.00597133,,1,
2019,Estonia,193,Uralic,ES,55.89,33.33,10.78,46937060,6.11,72.90882485,23718,2.49300424,22.03844875,12.79898431,62.4782378,3,0,0.00597133,,2,
1994,Hungary,122,Uralic,HU,43.37,10.02,46.61,,,25.40072263,4173,,,,,NA,2,NA,NA,3,
1995,Hungary,3,Uralic,HU,20.23,0,79.77,,,39.18848046,4495,7.178038555,25.80554077,18.18896757,51.70307187,3,2,NA,NA,0,
1997,Hungary,39,Uralic,HU,20,0,80,,,47.90541917,4596,6.322284302,27.7903144,19.73487078,52.25102325,3,2,NA,NA,2,
1998,Hungary,4,Uralic,HU,48.42,0,51.58,,,52.93018609,4744,6.036502791,28.09543363,19.97961661,52.14340612,3,2,NA,NA,0,
2005,Hungary,97,Uralic,HU,22.22,0,77.78,,0.31,62.64257604,11201,3.728969153,27.23716153,19.05415402,55.18987078,3,2,NA,NA,2,
2005,Hungary,167,Uralic,HU,22.22,0,77.78,,0.31,62.64257604,11201,3.728969153,27.23716153,19.05415402,55.18987078,3,2,NA,NA,3,
2007,Hungary,128,Uralic,HU,21.53,0,78.47,,0.25,77.94228004,13919,3.492055229,26.74407733,19.08567983,55.75864072,3,2,NA,0.030938945,2,
2007,Hungary,224,Uralic,HU,21.53,0,78.47,,0.25,77.94228004,13919,3.492055229,26.74407733,19.08567983,55.75864072,3,2,NA,0.030938945,3,
2008,Hungary,6,Uralic,HU,6.96,0,93.04,10045401,0.33,79.2756977,15753,3.457101744,25.79190528,18.28618237,56.40803583,3,2,NA,0.011316976,0,
2009,Hungary,16,Uralic,HU,0,0,100,10030975,0.41,74.39962047,13046,3.063666611,25.14862653,17.17069192,56.77299539,3,2,-0.00143608,0.012613605,0,
2011,Hungary,53,Uralic,HU,69.84,0,0,9985722,0.67,86.18853793,14216,4.000382296,25.13664807,18.46163821,55.94080115,3,0,-0.004511326,0.013610574,1,
2011,Hungary,72,Uralic,HU,69.84,0,0,9985722,0.67,86.18853793,14216,4.000382296,25.13664807,18.46163821,55.94080115,3,0,-0.004511326,0.013610574,2,
2012,Hungary,19,Uralic,HU,74.69,0,0,9931925,0.74,86.10585895,12951,3.901350501,25.08346885,18.52070012,55.15364084,3,0,-0.005387392,0.013145304,0,
2012,Hungary,52,Uralic,HU,74.69,0,0,9931925,0.74,86.10585895,12951,3.901350501,25.08346885,18.52070012,55.15364084,3,0,-0.005387392,0.013145304,1,
2013,Hungary,84,Uralic,HU,80.3,0,0,9908798,0.73,85.5827753,13688,3.924971576,25.09969324,18.75193292,55.393854,3,0,-0.002328552,0.012893306,2,
2013,Hungary,66,Uralic,HU,80.3,0,0,9908798,0.73,85.5827753,13688,3.924971576,25.09969324,18.75193292,55.393854,3,0,-0.002328552,0.012893306,2,
2014,Hungary,143,Uralic,HU,69.15,0,0,9877365,0.78,87.28984981,14267,3.943558672,25.73900857,19.47489871,54.78397008,3,0,-0.003172231,0.01223146,3,
2014,Hungary,127,Uralic,HU,69.15,0,0,9877365,0.78,87.28984981,14267,3.943558672,25.73900857,19.47489871,54.78397008,3,0,-0.003172231,0.01223146,3,
2015,Hungary,19,Uralic,HU,72.73,0,0,9855571,0.67,87.59634721,12707,3.792589888,26.40388802,20.2311065,54.04544706,3,0,-0.002206459,0.0117382,0,
2015,Hungary,67,Uralic,HU,72.73,0,0,9855571,0.67,87.59634721,12707,3.792589888,26.40388802,20.2311065,54.04544706,3,0,-0.002206459,0.0117382,2,
2016,Hungary,108,Uralic,HU,72.73,0,0,9830485,0.65,86.4984189,13091,3.893801977,25.51819726,19.62584426,55.40223416,3,0,-0.002545362,0.010750241,1,
2016,Hungary,197,Uralic,HU,72.73,0,0,9830485,0.65,86.4984189,13091,3.893801977,25.51819726,19.62584426,55.40223416,3,0,-0.002545362,0.010750241,2,
2017,Hungary,200,Uralic,HU,75.53,0,0,9797561,0.63,86.01006845,14606,3.759895579,25.21960226,19.16622635,55.8600102,3,0,-0.003349174,0.008981057,3,
2017,Hungary,231,Uralic,HU,75.53,0,0,9797561,0.63,86.01006845,14606,3.759895579,25.21960226,19.16622635,55.8600102,3,0,-0.003349174,0.008981057,3,
2018,Hungary,93,Uralic,HU,76.92,0,0,9778371,0.67,83.88604125,16411,3.452624711,25.20923647,18.62523242,55.82179919,3,0,-0.001958651,0.008423043,1,
2018,Hungary,111,Uralic,HU,76.92,0,0,9778371,0.67,83.88604125,16411,3.452624711,25.20923647,18.62523242,55.82179919,3,0,-0.001958651,0.008423043,1,
2019,Hungary,94,Uralic,HU,80.82,0,0,9772756,0.57,82.28372372,16733,3.317313278,24.97426825,17.68010085,56.38827193,3,0,-0.000574227,,1,
1994,Lithuania,0,Balto-Slavic,LI,0,0,100,,,,,,,,,NA,2,NA,NA,0,
1999,Lithuania,13,Balto-Slavic,LI,59.47,13.93,0,,,32.41815873,3113,6.382887327,26.27825796,15.13736588,55.23581143,3,0,NA,NA,0,
2001,Lithuania,35,Balto-Slavic,LI,25.34,42.86,14.09,,,44.09702212,3526,4.874298636,27.07565218,17.24665716,57.04625107,3,1,NA,NA,1,
2002,Lithuania,12,Balto-Slavic,LI,0,42.86,28.57,,,47.40378474,4142,4.775131239,26.28262917,16.30783535,57.88832706,3,1,NA,NA,0,
2003,Lithuania,5,Balto-Slavic,LI,0,36.97,34.46,,,46.22098408,5499,4.422853915,27.85768237,16.68874275,57.32051828,3,1,NA,NA,0,
2004,Lithuania,26,Balto-Slavic,LI,0,34.66,42.54,,,48.77135803,6700,4.172896884,29.58529598,18.24094609,56.70199058,3,2,NA,NA,1,
2005,Lithuania,17,Balto-Slavic,LI,0,14.29,85.71,,,55.12967803,7855,4.328519223,29.63997056,18.26509563,56.53365839,3,2,NA,NA,0,
2006,Lithuania,162,Balto-Slavic,LI,6.54,6.22,87.24,,,57.03745487,9231,3.864244606,30.0299406,17.58897358,56.3545504,3,2,NA,NA,3,
2006,Lithuania,161,Balto-Slavic,LI,6.54,6.22,87.24,,,57.03745487,9231,3.864244606,30.0299406,17.58897358,56.3545504,3,2,NA,NA,3,
2007,Lithuania,28,Balto-Slavic,LI,14.29,0,85.71,,,51.64121163,12285,3.475410668,29.6173077,15.9083629,56.68997914,3,2,NA,NA,0,
2008,Lithuania,30,Balto-Slavic,LI,14.52,10.79,74.69,35356,,57.62132699,14945,3.283897121,29.22149854,15.71659972,57.24640124,3,2,NA,NA,0,
2009,Lithuania,23,Balto-Slavic,LI,96.75,0,0,35589,,51.78930078,11821,2.536471055,25.09185871,15.11449133,62.57705177,3,0,0.006590112,NA,0,
2009,Lithuania,66,Balto-Slavic,LI,96.75,0,0,35589,,51.78930078,11821,2.536471055,25.09185871,15.11449133,62.57705177,3,0,0.006590112,NA,1,
2010,Lithuania,44,Balto-Slavic,LI,93.33,0,0,35894,,63.94235851,11988,3.023792715,26.19809785,16.92705382,60.72630168,3,0,0.008570064,NA,1,
2011,Lithuania,63,Balto-Slavic,LI,93.33,0,0,36149,,72.88100891,14377,3.49019426,28.07874901,18.37551212,58.48361193,3,0,0.007104251,NA,1,
2011,Lithuania,81,Balto-Slavic,LI,93.33,0,0,36149,,72.88100891,14377,3.49019426,28.07874901,18.37551212,58.48361193,3,0,0.007104251,NA,2,
2012,Lithuania,70,Balto-Slavic,LI,88.96,0.36,4.37,36475,,78.22662823,14368,3.97945679,28.0159992,18.70759505,58.47656894,3,0,0.00901823,NA,2,
2012,Lithuania,104,Balto-Slavic,LI,88.96,0.36,4.37,36475,,78.22662823,14368,3.97945679,28.0159992,18.70759505,58.47656894,3,0,0.00901823,NA,3,
2013,Lithuania,17,Balto-Slavic,LI,13.33,6.67,80,36838,,78.66857331,15730,3.544920865,27.39489367,17.62737988,59.72910147,3,2,0.009952022,NA,0,
2013,Lithuania,53,Balto-Slavic,LI,13.33,6.67,80,36838,,78.66857331,15730,3.544920865,27.39489367,17.62737988,59.72910147,3,2,0.009952022,NA,1,
2014,Lithuania,36,Balto-Slavic,LI,13.33,4.88,81.79,37129,,72.27042519,16551,3.423190601,27.50772382,17.37258678,59.49970738,3,2,0.007899452,NA,1,
2015,Lithuania,30,Balto-Slavic,LI,13.33,0,86.67,37366,,68.77764073,14258,3.42067512,26.71806,17.21172275,59.90501771,3,2,0.006383151,NA,1,
2015,Lithuania,67,Balto-Slavic,LI,13.33,0,86.67,37366,,68.77764073,14258,3.42067512,26.71806,17.21172275,59.90501771,3,2,0.006383151,NA,2,
2016,Lithuania,200,Balto-Slavic,LI,12.64,0,87.36,37622,,67.58738306,14998,3.108761353,25.94471536,16.89736775,60.93660605,3,2,0.006851148,NA,2,
2016,Lithuania,222,Balto-Slavic,LI,12.64,0,87.36,37622,,67.58738306,14998,3.108761353,25.94471536,16.89736775,60.93660605,3,2,0.006851148,NA,3,
2017,Lithuania,42,Balto-Slavic,LI,0,0,100,37810,,73.59516374,16844,3.50751155,25.89634329,16.97086195,60.43812683,3,2,0.004997076,NA,0,
2018,Lithuania,181,Balto-Slavic,LI,0,0,100,38114,,75.24534101,19167,2.881132558,25.63155199,16.58815272,61.40383731,3,2,0.008040201,NA,2,
2018,Lithuania,119,Balto-Slavic,LI,0,0,100,38114,,75.24534101,19167,2.881132558,25.63155199,16.58815272,61.40383731,3,2,0.008040201,NA,1,
2019,Lithuania,89,Balto-Slavic,LI,0,5.37,94.63,38378,,77.4334461,19555,3.223231745,25.2502266,16.10947342,61.36656767,3,2,0.006926589,NA,1,
1994,Poland,166,Balto-Slavic,PO,0,0,65,,,,2875,,,,,NA,2,NA,NA,3,
1995,Poland,15,Balto-Slavic,PO,0,0,82.08,,,22.94122761,3687,5.577580711,33.48171333,19.37518113,49.14623544,3,2,NA,NA,0,
1996,Poland,31,Balto-Slavic,PO,0,0,68.17,,,22.06915075,4147,5.165583461,32.15280495,18.32288717,50.65235461,3,2,NA,NA,1,
1997,Poland,54,Balto-Slavic,PO,16.25,0,55.79,,,23.3333716,4123,4.502068575,31.41152967,17.64565178,52.29227183,3,2,NA,NA,2,
1998,Poland,19,Balto-Slavic,PO,96.01,0,0,,,25.94864463,4518,3.876607429,31.17839971,17.33429089,53.65152206,3,0,NA,NA,1,
1999,Poland,17,Balto-Slavic,PO,100,0,0,,,24.0918862,4398,3.25278342,30.21274072,16.79865981,54.49512994,3,0,NA,NA,1,
2001,Poland,11,Balto-Slavic,PO,61.11,0,17.57,,,27.18732567,4991,3.253415017,27.38667363,14.54306069,58.26283223,3,0,NA,NA,0,
2003,Poland,90,Balto-Slavic,PO,0,0,69.46,,,33.35044951,5702,2.609803199,27.45741024,15.51705007,58.04412903,3,2,NA,NA,2,
2004,Poland,27,Balto-Slavic,PO,0,0,56.29,,,34.23546042,6681,3.292604901,28.76546875,16.42926574,56.3918203,3,2,NA,NA,1,
2005,Poland,81,Balto-Slavic,PO,8.71,0,40.42,,,34.61157158,8022,2.918942384,28.63729519,16.00920719,56.32227192,3,2,NA,NA,2,
2006,Poland,70,Balto-Slavic,PO,63.61,0,9.13,,,37.82095339,9035,2.691992284,28.76295899,16.30278157,56.18782324,3,0,NA,NA,2,
2007,Poland,75,Balto-Slavic,PO,62.3,0,9.31,,,38.51628789,11255,3.045537377,28.66700687,16.32149004,55.56594145,3,0,NA,NA,2,
2008,Poland,14,Balto-Slavic,PO,52.63,0,15.79,,,37.81486981,13996,2.592622267,28.66508345,16.09704948,55.98391687,3,0,NA,NA,0,
2008,Poland,42,Balto-Slavic,PO,52.63,0,15.79,,,37.81486981,13996,2.592622267,28.66508345,16.09704948,55.98391687,3,0,NA,NA,1,
2009,Poland,43,Balto-Slavic,PO,60.36,0,15.79,,,37.14225324,11526,2.558918387,29.50820867,16.32958583,56.69524972,3,0,NA,NA,1,
2010,Poland,44,Balto-Slavic,PO,52.63,0,15.79,,,39.87921296,12613,2.857737254,28.85832889,15.33924874,56.2700609,3,0,NA,NA,1,
2011,Poland,18,Balto-Slavic,PO,53.35,0,15.75,,,42.39422304,13880,3.085064312,29.57889821,15.70061287,55.20654515,3,0,NA,NA,0,
2014,Poland,62,Balto-Slavic,PO,56.5,0,15.79,,,47.21968346,14271,2.848161922,29.19869989,16.536917,56.5717104,3,0,NA,NA,1,
2014,Poland,70,Balto-Slavic,PO,56.5,0,15.79,,,47.21968346,14271,2.848161922,29.19869989,16.536917,56.5717104,3,0,NA,NA,2,
2015,Poland,10,Balto-Slavic,PO,55.64,0,13.8,,,49.09122809,12578,2.374644109,30.12683276,17.47659224,56.22304443,3,0,NA,NA,0,
2015,Poland,57,Balto-Slavic,PO,55.64,0,13.8,,,49.09122809,12578,2.374644109,30.12683276,17.47659224,56.22304443,3,0,NA,NA,2,
2016,Poland,229,Balto-Slavic,PO,75.55,0,0,,,51.92485915,12447,2.537232618,29.52346864,17.97023537,56.28373045,3,0,NA,NA,3,
2016,Poland,151,Balto-Slavic,PO,75.55,0,0,,,51.92485915,12447,2.537232618,29.52346864,17.97023537,56.28373045,3,0,NA,NA,2,
